,asp,slope,int
804,0.291672954,0.000117419,0.363828708
805,0.469694001,0.00040473,0.673506457
806,0.469077544,0.00042017,0.678961022
807,0.429484472,0.000533888,0.629862612
808,0.480917192,0.000275563,0.693093159
809,0.425355852,0.0005876,0.619146285
810,0.460106251,0.000437324,0.66457359
811,0.43737555,0.000484435,0.623288726
812,0.429858805,0.000660207,0.611134221
813,0.481262452,0.000359837,0.697249264
814,0.422413707,0.000575089,0.608544347
815,0.529731353,0.000273136,0.798119574
816,0.343350994,0.000917948,0.487413896
817,0.447379977,0.000459878,0.639401303
818,0.366151952,1.00E-04,0.47222462
819,0.461474339,0.000471475,0.664956032
820,0.409294923,0.000549454,0.592668505
821,0.45819787,0.000405675,0.662356066
822,0.447465912,0.000295545,0.637821147
823,0.486911294,0.000461969,0.716314474
824,0.482576654,0.000285799,0.699294636
825,0.446457454,0.000525856,0.647500937
826,0.514987862,0.000373933,0.763442308
827,0.470566206,0.000465093,0.676888605
828,0.401770079,0.000667121,0.579548052
829,0.41228924,0.0001195,0.558065667
830,0.443395429,0.00053698,0.634080313
831,0.414047946,0.000664733,0.6050632
832,0.409480064,0.00061342,0.580995339
833,0.486849787,0.000364731,0.719188454
834,0.506434031,0.000258811,0.737191946
835,0.480891556,0.000259394,0.684728895
836,0.441988546,0.000473159,0.636683505
837,0.411644498,0.000594005,0.582217969
838,0.444294753,0.000442823,0.635756686
839,0.495886048,0.000363528,0.727598611
840,0.441907655,0.000508312,0.636386911
841,0.385454389,0.00070995,0.55163847
842,0.409208805,0.00058662,0.58847024
843,0.390507786,0.00073977,0.544695904
844,0.46334638,0.000555922,0.679150894
845,0.424328024,0.000127234,0.575312528
846,0.397787212,0.000519763,0.56193309
847,0.470264314,0.000331836,0.668540388
848,0.44290122,0.000497429,0.637961034
849,0.460030129,0.000427873,0.666355558
850,0.497756165,0.000322332,0.728296642
851,0.463977603,0.000187331,0.64960128
852,0.446729569,0.000413133,0.649451606
853,0.468867753,0.00050526,0.690285567
854,0.421587794,0.000584461,0.603229662
855,0.448336226,0.000432012,0.643592803
856,0.469349782,0.000500314,0.686705131
857,0.456281979,0.000437661,0.657854873
858,0.422365052,0.000592719,0.603375785
859,0.446463665,0.00053015,0.644785603
860,0.482431323,0.000282782,0.691329329
861,0.47405061,0.000496434,0.701741328
862,0.4328677,0.000574323,0.623254751
863,0.440718817,0.000481542,0.638591885
864,0.357973434,0.000811681,0.515056226
865,0.427828563,0.000546009,0.610193592
866,0.45397835,0.000358771,0.650209851
867,0.437393206,0.000260035,0.620257305
868,0.468184414,0.000389748,0.676373437
869,0.455312934,0.00051916,0.654117024
870,0.4841124,0.000360694,0.700611104
871,0.459109203,0.000364163,0.658936165
872,0.407114619,0.000584344,0.565004024
873,0.524848319,0.000360209,0.793720006
874,0.463727,0.000460111,0.662601735
875,0.402368652,0.000637414,0.581328159
876,0.405566504,0.000631247,0.582879457
877,0.467069526,0.000381739,0.669743304
878,0.432982863,0.000519337,0.626706818
879,0.38944632,0.000632136,0.545603482
880,0.480066855,0.000394526,0.704606034
881,0.462040597,0.000517721,0.669399241
882,0.413704529,0.000597809,0.583177097
883,0.453008715,0.000495961,0.66104687
884,0.402984855,0.000603325,0.570601946
885,0.448679501,0.000572144,0.652488371
886,0.410286221,0.000616961,0.584970101
887,0.443517663,0.0004475,0.631106465
888,0.436476445,0.000543897,0.633347369
889,0.408814762,0.000730871,0.575238945
890,0.452477278,0.000539173,0.64522474
891,0.440125522,0.000413132,0.633531097
892,0.478575088,0.000401812,0.700818564
893,0.447391203,0.000529145,0.644625063
894,0.463446303,0.00048787,0.671940933
895,0.412231985,0.000649826,0.586685475
896,0.419562465,0.000626296,0.602856167
897,0.391633337,0.00062474,0.579569984
898,0.483875959,0.000244199,0.697995672
899,0.415945104,0.000530879,0.594073471
900,0.469939254,0.000376938,0.681997108
901,0.464629381,0.00049522,0.690621921
902,0.454637383,0.0003111,0.650642336
903,0.467975211,0.000351821,0.665867984
904,0.475011342,0.000413677,0.683459164
905,0.449010317,0.000450796,0.63746484
906,0.458167099,0.000457724,0.664471595
907,0.423357492,0.000685418,0.643497484
908,0.511075332,0.000343512,0.755342206
909,0.442191815,0.000537823,0.636304635
910,0.414643736,0.000546739,0.588468818
911,0.420804832,0.00057581,0.590837826
912,0.389326318,0.00076213,0.558797781
913,0.466962719,0.000344903,0.665488314
914,0.410482435,0.00072744,0.595918368
915,0.326235325,0.001265776,0.480606511
916,0.455657597,0.000404185,0.654779753
917,0.460094053,0.000342414,0.664018748
918,0.484675569,0.000395159,0.710406058
919,0.419091484,0.000495934,0.599991935
920,0.386863819,0.000143982,0.507915292
921,0.367641285,0.000122625,0.480116249
922,0.43124829,0.000587989,0.622294598
923,0.433157586,0.000153533,0.594880639
924,0.409608094,0.000578172,0.584852959
925,0.425274043,0.000547506,0.625269246
926,0.393231742,0.000658605,0.543179651
927,0.453571721,0.000528078,0.655276847
928,0.390350815,0.00064452,0.552928963
929,0.399577815,0.000563096,0.575511886
930,0.416895594,0.00056886,0.577163923
931,0.408645104,0.000614094,0.570177788
932,0.458624517,0.000375345,0.66683204
933,0.386089479,0.000608505,0.556041456
934,0.475477616,0.000460619,0.710778141
935,0.459711246,0.000398712,0.662975676
936,0.42757462,0.000466317,0.613784675
937,0.412533365,0.000565907,0.588698848
938,0.409164432,0.000530311,0.580744909
939,0.496807867,0.00036286,0.728488674
940,0.400281579,0.000608677,0.562658325
941,0.483007086,0.000468101,0.723434797
942,0.422765273,0.000555913,0.596637508
943,0.477005185,0.000307807,0.681485637
944,0.442429363,0.000483464,0.632657364
945,0.475686694,0.000356959,0.688011003
946,0.406923335,0.000602342,0.583133272
947,0.458626483,0.000368821,0.657852013
948,0.362304525,0.000735637,0.508428714
949,0.41699658,0.000600936,0.616086624
950,0.443278491,0.000462446,0.628562257
951,0.487122727,0.000257737,0.706490012
952,0.428440897,0.000629047,0.615484082
953,0.48810591,0.000404484,0.721524551
954,0.397207107,0.000706485,0.573721666
955,0.454469903,0.000484638,0.650454442
956,0.465107649,0.000312948,0.671089114
957,0.435828873,0.000430102,0.623654828
958,0.470727863,0.00037043,0.691510359
959,0.499496043,0.000478458,0.758970706
960,0.429369152,0.000509795,0.616871233
961,0.456341485,0.000275724,0.646913102
962,0.450904694,0.000491451,0.650655382
963,0.517499801,0.000398806,0.777194805
964,0.377835928,0.00060863,0.534171532
965,0.433476556,0.000626712,0.629204918
966,0.503485298,0.000272291,0.733344833
967,0.425411758,0.000556364,0.620624484
968,0.508528749,0.000376878,0.762045679
969,0.434685592,0.000531804,0.618574693
970,0.493329057,0.000400638,0.721299705
971,0.435769464,0.000461113,0.621935757
972,0.419486995,0.000452306,0.592770786
973,0.477053309,0.000417851,0.691571152
974,0.457104697,0.000399546,0.661638586
975,0.431609379,0.000676091,0.630363661
976,0.469997116,0.000392719,0.681575797
977,0.479203147,0.000295076,0.698176511
978,0.467291459,0.000420283,0.676540306
979,0.449555374,0.000343172,0.638734547
980,0.460411093,0.00042389,0.663572411
981,0.491298941,0.000242282,0.718118042
982,0.392785951,0.000680757,0.549015537
983,0.416783114,0.000556403,0.59845923
984,0.459010318,0.000314601,0.663539864
985,0.478758128,0.000390848,0.704076463
986,0.401384626,0.000573615,0.579545458
987,0.4642079,0.00045824,0.681685951
988,0.43220964,0.000509017,0.627721578
989,0.430895764,0.00050481,0.623506711
990,0.481153731,0.000262158,0.689950988
991,0.439835518,0.000558671,0.633178868
992,0.489255049,0.000472125,0.732713586
993,0.444674656,0.000389642,0.648171004
994,0.452434275,0.00044063,0.652251808
995,0.466801395,0.000375074,0.679007341
996,0.412210149,0.000687401,0.605478506
997,0.437895415,0.000440612,0.629319171
998,0.467079486,0.000342939,0.674792073
999,0.455834778,0.000482072,0.659797719
1000,0.47948554,0.000347839,0.699920078
